text,features,materials,style
"With its use of plaster, mosaic, glass and distinctive balconies, the design stands out. It is primarily built using plaster, mosaic and glass. This structure exemplifies the Modernist architectural style.",balconies;arches,plaster;mosaic;glass,Modernist
"It is primarily built using mosaic, brick and marble. The building showcases towers and roofs.",towers;roofs,mosaic;brick;marble,Islamic
"With its use of plaster, glass, tile and distinctive vaults, the design stands out. This structure exemplifies the Romanesque architectural style. It is primarily built using plaster, glass and tile.",vaults;stained glass;arches;towers,plaster;glass;tile,Romanesque
"This structure exemplifies the Islamic architectural style. It is primarily built using plaster, brick and tile. The building showcases buttresses and stained glass. With its use of plaster, brick, tile and distinctive buttresses, the design stands out.",buttresses;stained glass,plaster;brick;tile,Islamic
"It is primarily built using brick, glass and tile. This structure exemplifies the Modernist architectural style. With its use of brick, glass, tile and distinctive towers, the design stands out. The building showcases towers, domes and stained glass.",towers;domes;stained glass,brick;glass;tile,Modernist
"It is primarily built using glass and plaster. The building showcases domes, roofs, arches and balconies. This structure exemplifies the Romanesque architectural style.",domes;roofs;arches;balconies,glass;plaster,Romanesque
"This structure exemplifies the Medieval architectural style. It is primarily built using wood, brick and tile.",domes;stained glass,wood;brick;tile,Medieval
"This structure exemplifies the Renaissance architectural style. The building showcases minarets, columns, stained glass and domes. With its use of concrete, stone, mosaic and distinctive minarets, the design stands out.",minarets;columns;stained glass;domes,concrete;stone;mosaic,Renaissance
"The building showcases minarets and columns. This structure exemplifies the Islamic architectural style. With its use of marble, glass, tile and distinctive minarets, the design stands out.",minarets;columns,marble;glass;tile,Islamic
"The building showcases stained glass, arches and buttresses. It is primarily built using brick and tile. With its use of brick, tile and distinctive stained glass, the design stands out.",stained glass;arches;buttresses,brick;tile,Neoclassical
"This structure exemplifies the Modernist architectural style. It is primarily built using glass, marble and wood. The building showcases towers, domes and balconies.",towers;domes;balconies,glass;marble;wood,Modernist
"It is primarily built using tile, brick and concrete. The building showcases towers, balconies and arches. This structure exemplifies the Medieval architectural style. With its use of tile, brick, concrete and distinctive towers, the design stands out.",towers;balconies;arches,tile;brick;concrete,Medieval
"The building showcases minarets, columns and domes. It is primarily built using plaster and wood. With its use of plaster, wood and distinctive minarets, the design stands out. This structure exemplifies the Medieval architectural style.",minarets;columns;domes,plaster;wood,Medieval
This structure exemplifies the Medieval architectural style. The building showcases towers and buttresses.,towers;buttresses,glass;mosaic;stone,Medieval
"It is primarily built using tile, plaster and stone. With its use of tile, plaster, stone and distinctive buttresses, the design stands out. The building showcases buttresses and roofs. This structure exemplifies the Gothic architectural style.",buttresses;roofs,tile;plaster;stone,Gothic
"This structure exemplifies the Renaissance architectural style. The building showcases buttresses, minarets and roofs. With its use of tile, plaster and distinctive buttresses, the design stands out.",buttresses;minarets;roofs,tile;plaster,Renaissance
"This structure exemplifies the Medieval architectural style. It is primarily built using stone and marble. With its use of stone, marble and distinctive roofs, the design stands out. The building showcases roofs and arches.",roofs;arches,stone;marble,Medieval
"This structure exemplifies the Baroque architectural style. It is primarily built using wood, concrete and glass. With its use of wood, concrete, glass and distinctive domes, the design stands out. The building showcases domes, buttresses, arches and stained glass.",domes;buttresses;arches;stained glass,wood;concrete;glass,Baroque
"With its use of glass, wood, tile and distinctive balconies, the design stands out. This structure exemplifies the Baroque architectural style. It is primarily built using glass, wood and tile.",balconies;vaults,glass;wood;tile,Baroque
"It is primarily built using concrete and wood. This structure exemplifies the Gothic architectural style. The building showcases minarets, balconies, towers and stained glass.",minarets;balconies;towers;stained glass,concrete;wood,Gothic
"With its use of glass, marble, brick and distinctive minarets, the design stands out. It is primarily built using glass, marble and brick. This structure exemplifies the Gothic architectural style. The building showcases minarets and roofs.",minarets;roofs,glass;marble;brick,Gothic
"It is primarily built using glass and mosaic. This structure exemplifies the Modernist architectural style. With its use of glass, mosaic and distinctive minarets, the design stands out.",minarets;roofs;domes,glass;mosaic,Modernist
"With its use of wood, mosaic and distinctive towers, the design stands out. This structure exemplifies the Gothic architectural style. It is primarily built using wood and mosaic. The building showcases towers, buttresses, domes and roofs.",towers;buttresses;domes;roofs,wood;mosaic,Gothic
